imdbId,plot
"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends.",117951
"Two strangers, whose paths are always crossing, finally meet when fate steps in.",118523
"The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.",116629
"After her mother commits suicide, a young woman travels to Italy in search of love, truth and a deeper connection with herself.",117737
An all-star baseball player becomes the unhealthy focus of an obsessive salesman.,116277
"A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer.",116583
A designer makes a grievious mistake when he rejects the friendship of a borderline cable guy.,115798
"A star bowler whose career was prematurely ""cut off"" hopes to ride a new prodigy to success and riches.",116778
A Witness Protection specialist becomes suspicious of his co-workers when dealing with a case involving high-tech weapons.,116213
Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.,117218
"Romania in the 1920s. Marie-Thérèse Von Debretsy (Dame Kristin Scott Thomas) refuses the advances of her husband's commanding officer. As a result, the cosmopolitan family is reassigned to a dark and dangerous outpost on the frontier between Bulgaria and Romania where their relationship and humanity are severely tested.—MK2 Films",111546
,113610
"Mercedes is a taxi dancer who wants to be an actress. She's involved with the married Harry, who considers himself a respected actor. Ernesto is in love with Mercedes, but he doesn't dance or have money.",111237
Disaster in a New York tunnel as explosions collapse both ends of it. One hero tries to help the people inside find their way to safety.,116040
"After a tragic car accident that kills his wife, a man discovers he can communicate with the dead, and he uses that gift to con people. However, when a demonic spirit appears, he may be the only one who can stop it from killing the living and the dead.",116365
"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.",116905
"Harriet M. Welsch is a spy. But when her friends find her secret notebook, the tables are turned on her. Can she win them back and still keep on going with the spy business?",116493
"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.",117333
"Just as Amelia thinks she's over her anxiety and insecurity, her best friend announces her engagement, bringing her anxiety and insecurity right back.",118113
"The love lives of two brothers, Mickey and Francis, interconnect as Francis cheats on his wife with Mickey's ex-girlfriend, while Mickey impulsively marries a stranger.",117628
A young Mississippi lawyer defends a black man who killed the two white men that raped his preteen daughter.,117913
Long-repressed feelings of bitterness and betrayal explode when three inner-city losers plot the robbery of a valuable coin in a seedy second-hand junk shop.,115530
"While searching for their missing father in the mountains of Alaska, two siblings come across a baby polar bear on the run from a pair of poachers.",115493
Two prisoners chained together flee during an escape attempt gone bad.,116320
"A troubled kid inadvertently releases a genie, who must grant him any three wishes he requests.",116756
A motivational speaker discovers that the inheritance his father left for him is in the form of an elephant.,116823
"The Bradys are surprised when a man claiming to be Carol's long lost first husband shows up at their home. Before long, his strange actions cause them to question his motives.",118073
"A womanizing art dealer and a painter find the serenity of their Riviera vacation disturbed by a third guest, a vivacious bohemian woman known for her long list of male conquests.",61495
"Kaspar Hauser is the son of the duke of Baden. At the age of one he was swapped by another baby that has been killed right after the change. The real Kaspar Hauser grew up in prison without light, social contacts and education for more than ten years. As teenager he came to public again. First he had to learn a language and other basic skills. Before Kaspar Hauser, meanwhile well educated, found out his real idendity, he was killed.—Anonymous",110246
"One of puppet-maker Geppetto's creations comes magically to life. This puppet named Pinocchio has one major desire, to become a real boy someday, but he has to learn to act responsibly.",115472
"A nice guy has just moved to New York and discovers that he must share his run-down apartment with a couple thousand singing, dancing cockroaches.",116707
"Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women.",116313
"Multi-millionaire Tom Mullen's son is kidnapped, but after initially agreeing to pay the ransom Mullen then decides to use the ransom money as a bounty.",117438
"Richard Clark has just left the well-known Wellington Academy to teach at Marion Barry High School. Now, he will try to inspire the D-average students into making good grades and try to woo a fellow teacher.",116531
"Legs Sadovsky gets four other high school girls to think for themselves and react to a teacher's sexual harassment, which gets them suspended. They bond, and rebel, at an abandoned house.",116353
Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.,115857
A girl gifted with a keen intellect and psychic powers uses both to get even with her callous family and free her kindly schoolteacher from the tyrannical grip of a sadistic headmistress.,117008
"While matchmaking for friends and neighbours, a young 19th Century Englishwoman nearly misses her own chance at love.",116191
The spirit of the Crow resurrects a car mechanic seeking revenge for the murder of his son.,115986
"Desperate to keep their various parents from getting divorced, a group of teenagers kidnaps them and holds them prisoner in a basement to force them to reconcile.",116571
A surgeon causes an accident which leaves his daughter disfigured and goes to extreme lengths to give her a new face.,53459
The Crypt Keeper returns to tell the story of a funeral parlor that moonlights as a vampire bordello.,117826
A young woman just out of prison finds spiritual redemption working at a cafe in Maine.,117718
"Snake Plissken is once again called in by the United States government to do a dirty job. This time to recover a potential doomsday device from Los Angeles, now an autonomous island where undesirables are exiled.",116225
"The brief life of Jean Michel Basquiat, a world renowned New York street artist struggling with fame, drugs and his identity.",115632
A washed-up golf pro working at a driving range tries to qualify for the U.S. Open in order to win the heart of his successful rival's girlfriend.,117918
The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.,68646
A Hong Kong detective teams up with his female Red Chinese counterpart to stop a Chinese drug czar.,104558
Tough ex-con Corky and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caesar.,115736
"When his wife falls ill, a father finds himself carpooling for the neighborhood schoolchildren--and being taken hostage by a bank robber.",115836
A pair of kidnappings expose the complex power dynamics within the corrupt and unpredictable workings of 1930s Kansas City.,116745
Two lifelong fishing buddies must overcome a series of obstacles to enjoy their ultimate fishing trip.,119214
"A young street fighter seeks revenge against a powerful drug lord who killed his entire family. Using of his many special combat skills, he's about to take down a whole criminal operation, reaching his goal whatever the consequences.",110693
"As a crime wave sweeps through Hong Kong, the police call on Jessica Yang, a rising star in their ranks, to help stop a notorious gang of thieves.",106544
"A homicide detective and an anthropologist try to destroy a South American lizard-like God, who's on a people eating rampage in a Chicago museum.",120004
"After being rescued and brought to an island, a man discovers that its inhabitants are experimental animals being turned into strange-looking humans, all of it the work of a visionary doctor.",116654
"A former boxer turned Secret Service agent is assigned to protect the President's son, who seems determined to make life difficult for his new protector.",116311
"A blackout leaves those affected to consider what is necessary, what is legal, and what is questionable, in order to survive in a predatory environment.",117965
"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus.",115725
"Two criminals, Keats and Moses, end their friendship, when Keats turns out to be an undercover cop. Many years later, the two are forced to work together when Keats is assigned to protect Moses as a witness.",115783
"When a sudden shortage of water threatens all life in the great valley, The gang of young dinosaur must cooperate with a group of bullies to make a risky journey outside the valley and find the cause.",113596
"Sarah, 30, single, well educated, likes art, places a voice ad for phone sex, inviting replies from men under 35, sturdy and sensual.",109001
"Six years after Michael Myers last terrorized Haddonfield, he returns there in pursuit of his niece, Jamie Lloyd, who has escaped with her newborn child, for which Michael and a mysterious cult have sinister plans.",113253
"Shakespeare's comedy of gender confusion, in which a girl disguises herself as a man to be near the count she adores, only to be pursued by the woman he loves.",117991
"An American spy behind the lines during WWII serves as a Nazi propagandist, a role he cannot escape in his future life as he can never reveal his real role in the war.",117093
The fates of two partners are divided.,111019
"During the Spanish Civil War, an American allied with the Republicans finds romance during a desperate mission to blow up a strategically important bridge.",35896
"After a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",32904
A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,45152
Three friends struggle to find work in Paris. Things become more complicated when two of them fall in love with the same woman.,43278
An impromptu fashion shoot at a book store brings about a new fashion model discovery in the shop clerk.,50419
"A young New York socialite becomes interested in a young man who has moved into her apartment building, but her past threatens to get in the way.",54698
"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.",52357
A bored photographer recovering from a broken leg passes the time by watching his neighbors and begins to suspect one of them of murder.,47396
A rogue reporter trailing a runaway heiress for a big story joins her on a bus heading from Florida to New York and they end up stuck with each other when the bus leaves them behind at one of the stops along the way.,25316
"Ten years after her aunt was murdered in their London home, a woman returns from Italy in the 1880s to resume residence with her new husband. His obsessive interest in the house rises from a secret that may require driving his wife insane.",36855
A woman thinks a flirting man is the co-respondent her lawyer has hired to expedite her divorce.,25164
"A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.",53125
"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but office politics and his own romantic hopes complicate matters.",53604
"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",53291
Romance and intrigue ensue in Paris as a woman is pursued by several men who want to get their hands on a fortune her murdered husband had stolen. She soon loses trust in those who claim they want to help her.,56923
A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,34583
"San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar and their quest for a priceless statuette, with the stakes rising after his partner is murdered.",33870
"In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make a crude flower girl, Eliza Doolittle, presentable in high society.",58385
"After her return from school in Paris, a playboy finally takes notice of his family's chauffeur's daughter, who's long had a crush on him, but he questions his more serious brother's motives when he warns against getting involved with her.",47437
A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,46250
"A little girl is left by her father in an exclusive seminary for girls while he fights in the Second Boer War. Later, after he is presumed dead, she is forced to become a servant.",31580
Young love and childish fears highlight a year in the life of a turn-of-the-century family.,37059
"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes.",32138
A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.,31381
"An aging, dissolute matinee idol is slated to appear on a live TV variety show in 1954, and a young comedy writer is tasked with the thankless job of keeping him ready and sober for the broadcast.",84370
A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,43014
"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'",33467
"When a mysterious artifact is uncovered on the Moon, a spacecraft manned by two humans and one supercomputer is sent to Jupiter to find its origins.",62622
A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,42192
A study of the lives and romantic entanglements of various interconnected women.,32143
A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,32976
"On the eve of World War II, a young American reporter tries to expose enemy agents in London.",32484
The daughter of a convicted German spy is asked by American agents to gather information on a ring of German scientists in South America. How far will she have to go to ingratiate herself with them?,38787
A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.,38109
A couple falls in love and agrees to meet in six months at the Empire State Building - but will it happen?,50105
A retired jewel thief sets out to prove his innocence after being suspected of returning to his former occupation.,48728
"The father of a young woman deals with the emotional pain of her getting married, along with the financial and organizational trouble of arranging the wedding.",42451
"An aging movie star uncertain of his future teams up with a top ballerina to headline a new Broadway musical, but the pretentiously artistic goals of its director threaten to change it beyond recognition.",45537
A stern Soviet woman sent to Paris to supervise the sale of jewels seized from Russian nobles finds herself attracted to a man who represents everything she is supposed to detest.,31725
A middle-aged playboy becomes fascinated by the daughter of a private detective who has been hired to entrap him with the wife of a client.,50658
"Weary of the conventions of Parisian society, a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship which may not stay platonic for long.",51658
"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement.",29843
A young Spanish aristocrat must masquerade as a fop in order to maintain his secret identity of Zorro as he restores justice to early California.,32762
A police detective falls in love with the woman whose murder he is investigating.,37008
"In 1900, a young widow finds her seaside cottage is haunted and forms a unique relationship with the ghost.",39420
"When a revered diplomat's plane is diverted and crashes in the peaks of Tibet, he and the other survivors are guided to an isolated monastery at Shangri-La, where they wrestle with the invitation to stay.",29162
"An American dancer comes to Britain and falls for a model whom he initially annoyed, but she mistakes him for his goofy producer.",27125
"During the German occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",35446
A scatterbrained socialite hires a vagrant as a family butler - but there's more to Godfrey than meets the eye.,28010
Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,49261
"Two brothers in 1910s California struggle to maintain the favor of their affectionate but strict, Bible-toting father as an old secret about their long-absent mother comes to light.",48028
"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",25878
"When a newspaper editor's ace reporter ex-wife is about to quit her job and remarry, he buys himself time to win her back by promising her an exclusive interview with a death row convict.",32599
A Victorian Englishman bets that with the new steamships and railways he can circumnavigate the globe in eighty days.,48960
An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,38650
"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character.",31679
"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",29947
A couple's big dreams give way to a life full of unforeseen sadness and unexpected joy.,34012
"A young man finds himself attracted to a cold, unfeeling waitress who might ultimately destroy them both.",25586
An American boy turns out to be the long-lost heir of a British fortune. He is sent to live with the cold and unsentimental lord who oversees the trust.,27893
A town's corrupt officials think a fool is actually an investigator in disguise.,41509
"A man in London tries to help a counter-espionage agent, but when the agent is killed and the man stands accused, he must go on the run to save himself and stop a spy ring that is trying to steal top-secret information.",26029
A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the Northeast of the United States.,63350
"In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship.",43265
"On their way to Africa are a group of rogues who hope to get rich there, and a seemingly innocent British couple. They meet and things happen...",46414
Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.,51459
"A penniless drifter is recruited by an ambitious columnist to impersonate a non-existent person who said he'd be committing suicide as a protest, and a social movement begins.",33891
An American ambulance driver and an English nurse fall in love in Italy during World War I.,22879
"A raw depiction of the Belfast, Northern Ireland ""troubles"" as savage tribal warfare. Set shortly after the 1975 cease fire, this movie focuses on the tribulations of Kenny (James Frain), Protestant leader of a group of Shankill Road Loyalists, and his one-time friend Liam (John Lynch), a Catholic.—Dawn M. Barclift",114007
"Vusi Madlazi returns to the South African village he left as a young boy (he was organizing against apartheid and left in fear of his life) to bury his father. He meets up with his brother Ernest, who tells him he couldn't contact their other brother Stephen. Vusi goes to Johannesburg to find him, but at first can only find his neighbor/girlfriend Karin, a stripper. Vusi proceeds to learn how conditions have changed since the end of apartheid: not always for the better for Black men.—Jon Reeves <jreeves@imdb.com>",118927
Emotions are ignited among the complacent townsfolk when a handsome drifter arrives in a small Kansas community on the morning of the Labor Day picnic.,48491
"Four guys sit around drinking beer and talking, trying to figure out the meaning of ""the pompatus of love"" (from the Steve Miller song ""Joker"") and analyzing their relationships with women.",117357
"Amy moves to Ontario to live with her father after the death of her mother. Her father, an aviation expert, helps Amy lead a flock of orphaned geese south for the winters.",116329
A newly married happy couple visits a sex therapist to determine why the wife can't achieve an orgasm with her husband. This causes a horrific suppressed memory to emerge and she becomes more and more distant.,118742
"Edna wins a recording contract singing her own song at a competition in 1958. After trying to make it as a singer/songwriter for 11 months in NYC, she has success writing songs for others at the Brill Building.",116442
"While seeking answers to the death of the twin brother he never knew he had, a French cop and his sibling's fiancee find themselves pursued by corrupt FBI agents and the Russian mafia.",117011
"Neil Jordan's historical biopic of Irish revolutionary Michael Collins, the man who led a guerrilla war against the UK, helped negotiate the creation of the Irish Free State, and led the National Army during the Irish Civil War.",117039
Story of the early life of genius and Nobel Prize-winning physicist Richard Feynman.,116635
"New Jersey, 1950s. Two brothers run an Italian restaurant. Business is not going well as a rival Italian restaurant is out-competing them. In a final effort to save the restaurant, the brothers plan to put on an evening of incredible food.",115678
A drifting gunslinger-for-hire finds himself in the middle of an ongoing war between the Irish and Italian mafia in a Prohibition era ghost town.,116830
"Desperation drives four inner-city women to bank robbery in Los Angeles, then they start mistrusting each other.",117603
48 hours of intersecting lives and crimes in Los Angeles.,115438
A young doctor confronts a famous colleague when he learns about the true methods of his work.,116259
"Two cops are forced to work together to solve a chain of mysterious killings by a killer nicknamed ""The Family Man"".",116421
"The unruly team of hockey misfits grows up a bit and receives scholarships to a prestigious prep school, where they take on the snotty varsity team.",116000
A young man fresh out of law school tries to win a reprieve for his racist grandfather who is on death row.,115862
Three orphan children strike gold in 1878 California.,72653
"American frontiersman Davy Crockett fights in the Creek Indian War, is elected to the U.S. Congress and fights for Texas at the Alamo.",47977
Two mysterious orphan children have extraordinary powers and are chased by a scheming millionaire. But where do these kids really call home?,72951
"Down-on-his-luck race car driver Jim Douglas teams up with a little VW Bug that has a mind of it's own, not realizing Herbie's worth until a sneaky rival plots to steal him.",64603
The living Volkswagen Beetle helps an old lady protect her home from a corrupt developer.,71607
"A teenage boy grows to love a stray yellow dog while helping his mother and younger brother run their Texas homestead while their father is away on a cattle drive. First thought to be good-for-nothing mutt, Old Yeller is soon beloved by all.",50798
Teenage twin sisters swap places and scheme to reunite their divorced parents.,55277
A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.,54195
"A fun-loving American bulldog pup, a hilarious Himalayan cat, and a wise old golden retriever embark on a long trek through the rugged wilderness of the Sierra Nevada mountains in a quest to reach home and their beloved owners.",107131
A teenage boy is cursed with periodically turning into a sheepdog.,53271
A Swiss family must survive being shipwrecked on a deserted island.,54357
"After a kidnapped bank teller uses a neighbor's wandering cat to send an S.O.S., the F.B.I. assigns a cat-allergic Agent to the case.",59793
"A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",46672
"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.",106611
"When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible.",109127
"When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq and from her Fairy Godmother.",42332
"Winnie the Pooh and his friends experience high winds, heavy rains, and a flood in Hundred Acre Wood.",63819
"Donald receives his birthday gifts, which include traditional gifts and information about Brazil (hosted by Zé Carioca) and Mexico (by Panchito, a Mexican Charro Rooster).",38166
"A poor boy named Arthur learns the power of love, kindness, knowledge and bravery with the help of a wizard called Merlin in the path to become one of the most beloved kings in English history.",57546
Robin Hood decides to fight back as an outlaw when faced with the tyranny of the Sheriff of Nottingham.,102798
"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",58331
"Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.",33563
An orphaned boy and his magical dragon come to the New England town of Passamaquoddy with his abusive adoptive parents in pursuit.,76538
"An apprentice witch, three kids, and a cynical magician conman search for the missing component to a magic spell to be used in the defense of Britain in World War II.",66817
Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.,43274
"A fox named Tod and a hound named Copper vow to be best friends forever. But as Copper grows into a hunting dog, their unlikely friendship faces the ultimate test.",82406
"A twisted take on ""Little Red Riding Hood"", with a teenage juvenile delinquent on the run from a social worker travelling to her grandmother's house and being hounded by a charming, but sadistic, serial killer and pedophile.",116361
A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,59742
A New York City police officer tries to save his estranged wife and several others taken hostage by terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,95016
A simple man is turned into a genius through the application of computer science.,104692
Verloc lives in London 1886 with a pretty wife and her retarded brother. He's an agent for the Russian embassy. A new ambassador wants more from him than in the past years - something with a bomb. Verloc also informs the police.,117582
"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.",117589
"A local Pennsylvania band scores a one-hit wonder in 1964 and rides the star-making machinery as long as they can, with lots of help from their manager.",117887
"David's wife died 2 years ago. He, his teen daughter Rachel, her cute friend and 2 in-laws trying to fix him up with a friend, are all spending the weekend at his beach house. David still ""talks to his wife"" and neglects Rachel.",117924
"Jamie is a shy teenager, often bullied at school. His neighbour Ste has a rough time at home, being beaten by his father and brother. This issues bring them together and they find that what they feel for each other is more than friendship.",115640
"Government agents come after an amnesiac woman, who gradually remembers her past.",116908
A bridge engineer and an experienced old hunter begin a hunt for two lions after they start attacking local construction workers.,116409
"Al Pacino's deeply felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III.""",116913
"Tommy is an unemployed mechanic who spends most of his time in a bar (Trees Lounge) in a small blue collar town. He seems to always be thinking, ""If only X then I could stop drinking"".",117958
"Chris is a young, idealistic cop who falls in love and gets married to Pam, a beautiful but emotionally unstable woman who suffers from alcoholism and drug addiction. While Chris is trying hard to have a normal life and some money, Pam is a big spender and their marriage is constantly in trouble, what with their financial situation getting worse and worse. The biggest blow comes after Chris loses his job. In the desperate situation Chris finds himself in, he decides to use his police skills to rob banks.—Dragan Antulov <dragan.antulov@altbbs.fido.hr>",117202
"A disparate group of African-American men travel by bus to Washington, DC for the Million Man March.",116404
"Bishop, trusted advisor to the president, has shots fired at him when Pachenko comes to him about a traitor in highest level of government. He gets away from the cold blooded assassin twice. Will he find the traitor before getting killed?",120107
"In late 1800s England, Jude plans to go to the city and attend university but marries early and becomes a stonemason. When his wife leaves, he moves to the city, where he befriends his liberal cousin Sue.",116722
A New York girl sets her father up with a beautiful woman in a troubled marriage while her stepsister gets engaged.,116242
Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.,117509
"A wannabe actor has a hard time moving on from a break-up, but he is lucky to have supportive friends.",117802
A reporter and a District Attorney help childhood friends who killed a sadistic guard.,117665
"The King of Thieves disrupts Aladdin and Jasmine's long-anticipated wedding, looking for an oracle that will lead him to an even bigger treasure. His true identity causes trouble for Aladdin.",115491
"A ballet dancer and a showgirl fake a marriage for publicity purposes, then fall in love.",29546
"A man is murdered, apparently by one of a group of demobilized soldiers he met in a bar. But which one? And why?",39286
A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,67992
A nerdish store owner is revived out of cryostasis into a future world to fight an oppressive government.,70707
"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.",66808
"In London, four very different people team up on a jewel heist, then try to double-cross one another for the loot, complicated by their efforts to fool the very proper barrister Archibald Leach.",95159
"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",79470
"A struggling female soprano in 1934 Paris finally finds work after posing as a female impersonator, but it complicates her personal life when a visiting Chicago gangster finds himself inexplicably attracted to the seemingly male performer.",84865
"Bill McKay is a candidate for the U.S. Senate from California. He has no hope of winning, so he is willing to tweak the establishment.",68334
"In the early 20th century, heroic Leslie Gallant and his despicable rival Professor Fate engage in an epic automobile race from New York to Paris while enthusiastic suffragette Maggie Dubois enters the race to report on every step of it.",59243
"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",61418
An old Cuban fisherman's dry spell is broken when he hooks a gigantic fish that drags him out to sea.,52027
"A London playboy plots the perfect murder of his rich, unfaithful Wife.",46912
"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle.",92890
"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",105236
"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",91763
"Two idiots try to pretend that their murdered employer is really alive, leading the hitman to attempt to track him down to finish him off.",98627
A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,103772
"Jim Morrison's life, from his LA film student days to his death in Paris. Val Kilmer delivers an uncanny portrayal, with vocals indistinguishable from Morrison's originals. It depicts Morrison's journey as the iconic 60s rock frontman.",101761
"A British soldier kidnapped by the IRA soon befriends one of his captors, who then becomes drawn into the soldier's world.",104036
An examination of the machinations behind the scenes at a real estate office.,104348
"Sophie is the survivor of Nazi concentration camps, who has found a reason to live with Nathan, a sparkling if unsteady American Jew obsessed with the Holocaust.",84707
A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.,83866
An elderly miser learns the error of his ways on Christmas Eve.,29992
A young hot-shot stock car driver gets his chance to compete at the top level.,99371
"The Top Gun Naval Fighter Weapons School is where the best of the best train to refine their elite flying skills. When hotshot fighter pilot Maverick is sent to the school, his reckless attitude and cocky demeanor put him at odds with the other pilots, especially the cool and collected Iceman.",92099
"A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",48545
Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,44081
"A nurse returns to her hometown in Nebraska, only to find that the town's children have fallen under a mysterious mass illness connected to its sinister past.",115885
A dark comedy about the wild night Hank has when he discovers that he has won a $200 million lottery jackpot.,102336
A documentary on insect life in meadows and ponds.,117040
3 friends try to break into a jewelry store to get easy money and change their lives but end up in a pastry shop. Will they have better luck next time?,117284
"After the funeral of one of their own, a criminal family decides to embark on an emotionally unnerving journey in an attempt to exact bloody revenge.",116378
"One morning Valerie has to tell her unemployed boyfriend Remi that she is pregnant. She has decided to keep the child, but they argue whether they should break up or not. That same day she starts working in room service at a smart hotel.",113057
An unusual and wonderful friendship develops between a busy but unhappy salesman and a resident of a mental asylum.,116581
The lives of Jim and other alcoholics in and outside an AA meeting.,112907
"The story of controversial pornography publisher Larry Flynt, and how he became a defender of free speech.",117318
"With college graduation pending, the old gang tries to avoid the inevitability of breaking up and going forward with their lives.",116422
"The filmmakers follow Oliver North's unsuccessful 1994 bid for a Virginia Senate seat, focusing on North's campaign strategist, Mark Goodin, and a Washington Post reporter. Mudslinging ensues.",117320
"Curmudgeon Norman is estranged from his daughter Chelsea. Nevertheless, at Golden Pond he and his wife agree to look after Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms.",82846
"Inspector Jacques Clouseau is put on the case when the Pink Panther diamond is stolen, with the Phantom's trademark glove the only clue.",72081
A young woman finds her already unstable life rocked by the presence of a rambunctious imaginary friend from childhood.,101775
A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.,96754
"Local legend tells of a ship lured on to the rocks of Antonio Bay being enveloped by a supernatural cloud as it sank; the myth says that when this mysterious fog returns, the victims will rise up from the depths seeking vengeance.",80749
"In 1997, when the U.S. president crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in to rescue him.",82340
"After a bizarre and near deadly encounter with a serial killer, a television newswoman is sent to a remote mountain resort whose residents may not be what they seem.",82533
A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell.,91288
A beautiful but shy shepherdess plots vengeance on the men whose greedy conspiracy to acquire her father's land caused his death years earlier.,91480
A sheltered young high-society woman joins the United States Army on a whim and finds herself in a trickier situation than she ever expected.,81375
"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",71853
"Reminiscent of Sunset Boulevard, Hustler White transposes the action from the silver screen's old movie backlots to contemporary male prostitution and the porn industry. Said to be an homage to classic Hollywood cinema.",116587
